@relation 'Main_SemC_17-18-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R2,14,15,18-33-precision6'

@attribute A1 {TVGUIDE,MODMAT,MASSEY,KMART,ROSES,CHILDCRAFT,HANOVRHOUSE,HANOVRHOUS,GUIDEPOSTS,HOMESHOP,USCAV,COLORTIL,WARDS,TARGET,WOOLWORTH,AMES,WOOLWRTH,ABBYPRESS,BELKS,SEARS,JCPENNY,CENPURCH,BELK,TOYSRUS,ECKERD,JCP,COLORTILE,BESTPROD,HANHOUSE,HILLS,SHEPLERS,HANOVERHOUSE,AUSTADS,NATLWILDLIFE,JAMESWAY,BURDINES,EXXON,HOMESHOPPING,NTLWILDLIFE,CHILDWORLD,DOWNS,GLOBAL,CASUALLIVING,CAMPINGWORLD,OLDVILLAGESHOP,GLOBALEQUP,YIELDHOUSE,REI,ECKERDS,WALMART,DUNNS,MERVYNS,LAZARUS,GALLS,COMPETITIVEDGE,CASLIVING,BRENDLS,SERVMERCH,LURIAS,ABBEYPRESS,HANOVERHSE,ABBEY,GURNEY,ADCO,KIDSRUS,PENNEY,CVS,homeshop,kmart,hanoverhouse,homeshopping,bestprod,venture,modmat,target,jfk,colorfulimage,toysrus,eckerds,jcp,walmart,eckerd,best}
@attribute A2 {'\'(-inf-44770.333333]\'','\'(44770.333333-66500.666667]\'','\'(66500.666667-inf)\''}
@attribute A3 {YES,NO}
@attribute A4 {KEY,KeY,key}
@attribute A5 {YES,NO}
@attribute A6 {BENTON,UDDEHOLM}
@attribute A7 {GALLATIN,gallatin}
@attribute A8 {UNCOATED,COATED,coated,super,uncoated}
@attribute A9 {UNCOATED,COATED,COVER,coated,uncoated,cover}
@attribute A10 {NO,YES,no}
@attribute A11 {LINE,XYLOL,NAPTHA}
@attribute A12 {YES,NO,no,yes}
@attribute A13 {Motter94,WoodHoe70,Albert70,Motter70}
@attribute A14 {'\'(-inf-810.666667]\'','\'(810.666667-819.333333]\'','\'(819.333333-inf)\''}
@attribute A15 {'\'(-inf-4]\'','\'(4-7]\'','\'(7-inf)\''}
@attribute A16 {TABLOID,CATALOG,SPIEGEL,catalog,tabloid,spiegel}
@attribute A17 {NorthUS,CANADIAN,CANAdiAN,SCANDANAVIAN,SouthUS,mideuropean}
@attribute A18 {'\'(-inf-40.833333]\'','\'(40.833333-56.666667]\'','\'(56.666667-inf)\''}
@attribute A19 {'\'(-inf-47.333333]\'','\'(47.333333-59.666667]\'','\'(59.666667-inf)\''}
@attribute A20 {'\'(-inf-15.633333]\'','\'(15.633333-20.066667]\'','\'(20.066667-inf)\''}
@attribute A21 {'\'(-inf-73]\'','\'(73-89]\'','\'(89-inf)\''}
@attribute A22 {'\'(-inf-0.454167]\'','\'(0.454167-0.852083]\'','\'(0.852083-inf)\''}
@attribute A23 {'\'(-inf-34]\'','\'(34-52]\'','\'(52-inf)\''}
@attribute A24 {'\'(-inf-11.933333]\'','\'(11.933333-23.866667]\'','\'(23.866667-inf)\''}
@attribute A25 {'\'(-inf-866.666667]\'','\'(866.666667-1733.333333]\'','\'(1733.333333-inf)\''}
@attribute A26 {'\'(-inf-52.966667]\'','\'(52.966667-64.933333]\'','\'(64.933333-inf)\''}
@attribute A27 {'\'(-inf-32.466667]\'','\'(32.466667-42.933333]\'','\'(42.933333-inf)\''}
@attribute A28 {'\'(-inf-5.333333]\'','\'(5.333333-10.666667]\'','\'(10.666667-inf)\''}
@attribute A29 {'\'(-inf-1.033333]\'','\'(1.033333-2.066667]\'','\'(2.066667-inf)\''}
@attribute A30 {'\'(-inf-1]\'','\'(1-2]\'','\'(2-inf)\''}
@attribute A31 {'\'(-inf-38.666667]\'','\'(38.666667-49.333333]\'','\'(49.333333-inf)\''}
@attribute A32 {'\'(-inf-35]\'','\'(35-40]\'','\'(40-inf)\''}
@attribute A33 {'\'(-inf-94.84]\'','\'(94.84-106.35]\'','\'(106.35-inf)\''}
@attribute A34 {band,noband}

@data
KMART,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',TABLOID,NorthUS,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
TVGUIDE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(34-52]\'','\'(11.933333-23.866667]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(5.333333-10.666667]\'','\'(1.033333-2.066667]\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
WOOLWORTH,'\'(-inf-44770.333333]\'',NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(89-inf)\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(42.933333-inf)\'','\'(-inf-5.333333]\'','\'(-inf-1.033333]\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
BELK,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(866.666667-1733.333333]\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
BELK,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(866.666667-1733.333333]\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
ROSES,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(-inf-47.333333]\'','\'(15.633333-20.066667]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
ROSES,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(-inf-47.333333]\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
COLORTILE,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
COLORTILE,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
TARGET,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',SPIEGEL,CANADIAN,'\'(-inf-40.833333]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
TARGET,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',SPIEGEL,CANADIAN,'\'(-inf-40.833333]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
BESTPROD,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',CATALOG,NorthUS,'\'(-inf-40.833333]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
BESTPROD,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,'\'(810.666667-819.333333]\'','\'(4-7]\'',CATALOG,NorthUS,'\'(-inf-40.833333]\'','\'(-inf-47.333333]\'','\'(-inf-15.633333]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(1.033333-2.066667]\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
TARGET,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',SPIEGEL,CANADIAN,'\'(40.833333-56.666667]\'','\'(59.666667-inf)\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
ECKERD,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(59.666667-inf)\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter70,'\'(810.666667-819.333333]\'','\'(7-inf)\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(89-inf)\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',band
TARGET,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',SPIEGEL,CANADIAN,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(89-inf)\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
TARGET,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',SPIEGEL,CANADIAN,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
GUIDEPOSTS,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(42.933333-inf)\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',band
TVGUIDE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
TVGUIDE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(1.033333-2.066667]\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
TOYSRUS,'\'(-inf-44770.333333]\'',NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(59.666667-inf)\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(34-52]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
TOYSRUS,'\'(-inf-44770.333333]\'',NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,'\'(819.333333-inf)\'','\'(7-inf)\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(59.666667-inf)\'','\'(15.633333-20.066667]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,'\'(810.666667-819.333333]\'','\'(4-7]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,'\'(-inf-810.666667]\'','\'(4-7]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,'\'(-inf-810.666667]\'','\'(-inf-4]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(34-52]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(94.84-106.35]\'',noband
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(866.666667-1733.333333]\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
AMES,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(59.666667-inf)\'','\'(-inf-15.633333]\'','\'(89-inf)\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(52.966667-64.933333]\'','\'(42.933333-inf)\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
WARDS,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(40.833333-56.666667]\'','\'(59.666667-inf)\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.852083-inf)\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
TVGUIDE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(-inf-73]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(-inf-32.466667]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
WARDS,'\'(-inf-44770.333333]\'',NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,'\'(810.666667-819.333333]\'','\'(-inf-4]\'',TABLOID,CANADIAN,'\'(-inf-40.833333]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(-inf-11.933333]\'','\'(1733.333333-inf)\'','\'(64.933333-inf)\'','\'(-inf-32.466667]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
HANHOUSE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(-inf-32.466667]\'','\'(-inf-5.333333]\'','\'(1.033333-2.066667]\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(94.84-106.35]\'',band
TVGUIDE,'\'(-inf-44770.333333]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,'\'(819.333333-inf)\'','\'(4-7]\'',TABLOID,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(-inf-34]\'','\'(11.933333-23.866667]\'','\'(1733.333333-inf)\'','\'(-inf-52.966667]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(-inf-38.666667]\'','\'(35-40]\'','\'(106.35-inf)\'',band
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,'\'(-inf-810.666667]\'','\'(-inf-4]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(15.633333-20.066667]\'','\'(89-inf)\'','\'(0.454167-0.852083]\'','\'(34-52]\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(1-2]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
MODMAT,'\'(44770.333333-66500.666667]\'',YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,'\'(-inf-810.666667]\'','\'(4-7]\'',CATALOG,NorthUS,'\'(40.833333-56.666667]\'','\'(47.333333-59.666667]\'','\'(-inf-15.633333]\'','\'(73-89]\'','\'(0.454167-0.852083]\'','\'(52-inf)\'','\'(-inf-11.933333]\'','\'(866.666667-1733.333333]\'','\'(52.966667-64.933333]\'','\'(32.466667-42.933333]\'','\'(-inf-5.333333]\'','\'(2.066667-inf)\'','\'(-inf-1]\'','\'(38.666667-49.333333]\'','\'(35-40]\'','\'(106.35-inf)\'',noband
