:ext:hudson@cvs.gfdi.be:/cvs/rep/jade2_app|jade2_modules|jadeR_modules_release_application_slave
:ext:hudson@cvs.gfdi.be:/cvs/rep/jade2_app|med_modules|med_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/jade2_app|mind_test_modules|mind_test_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/jade2_app|party_modules2|party_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/jade2_app|security_modules|security_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/nippin_app|nippin_als_proxy_modules|nippin_als_proxy_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/nippin_app|NippinCommonTools|nippin_common_tools_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/nippin_app|NippinCommonWS|nippin_common_ws_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/nippin_app|soapParser|nippin-soapParser_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_maven2/bdc_maven2_scripts|bdc_config_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_modules|bdc_web_ui_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_maven2/db_modules/orchestrator|bpe_db_setup_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|carenet_common_modules|carenet_common_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_maven2/db_modules/catalog|catalog_db_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|chapter4_dbsam_modules|ch4_dbsam_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|chapter4_flowView_modules|ch4_flowView_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|chapter4_modules|ch4_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|proto_modules/DBEnvDashboard|dbdashboard_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|dmg_atos_robots_modules|dmg_atos_robots_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|dmg_modules|dmg_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|e-attest-modules|eattest_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|efact_modules|efact_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|ehcache_modules|ehcache_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/hudson/plugins/envSelector|envSelectorHudsonPlugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|flow_consultation_modules|flows_consultation_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|flow_consultation|flows_consultation_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|base_modules/fwk2_base|fwk2_base_branch_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|fwk2_modules2|fwk2_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|wsoa_modules/groovy_console|groovy_console_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|hod2_modules|hod2_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|iib_logView_modules|iib-logView_modules_release_branch
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|iib_logView_modules|iib-logView_modules_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_maven2/db_modules/integrator|intg_dbsetup_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|base_modules/jade2_base|jade2_base_branch_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|jamon_modules|jamon_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|jbpm-jpdl_modules|jbpm-jpdl-mteam_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|logger_monitor_modules|logger_monitor_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/manifest-version-updater|manifest-version-updater_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/maven-mteam-plugin|maven_mteam_plugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/maven-scm-tools|maven_scm_tools_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|mdis_modules|mdis_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migration_app|migration_app_release_rm
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migration_console_installer|migration_console_installer_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migration_console|migration_console_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migration_engine|migration_engine_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migrated_jade2_app|migration_jadermigrated_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|migration_modules/migration_rfnd_scripts|migration_rfnd_scripts_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|logger_monitor_modules|monitor_logger_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|mycarenet_modules|mycarenet_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/sonar/plugins/pmd-rules-extensions|pmd-rules-extensions-release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/hudson/plugins/readOnlyStringParameter|readOnlyStringHudsonPlugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/hudson/plugins/readOnlyStringParameter|readOnlyStringParameterHudsonPlugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc_maven2/db_modules/reporting|reporting_db_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|rnb_runtime_modules/rnb_runtime_hudson_plugin|rnb_runtime_hudsonPlugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|rsa_modules|rsa_plugins_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|tra2_modules|tra2_release_dev
:ext:hudson@cvs.gfdi.be:/cvs/rep/tar_team|bdc2_modules/hudson/plugins/versionSelector|versionSelectorHudsonPlugin_release
:ext:hudson@cvs.gfdi.be:/cvs/rep/wsoa_app|wsoa_fwk_modules|wsoa_fwk_release_dev
